,Manual_Genes
PROM2,False
PROP1,False
PRORP,False
PRORY,False
PROS1,True
PROSC,False
PROSER1,False
PROSER2,False
PROSER2-AS1,False
PROSER3,False
PROX1,True
PROX1-AS1,False
PROX2,False
PROZ,False
PRPF18,False
PRPF19,False
PRPF3,False
PRPF31,False
PRPF38A,False
PRPF38B,False
PRPF39,False
PRPF4,False
PRPF40A,False
PRPF40B,False
PRPF4B,False
PRPF6,False
PRPF8,False
PRPH,False
PRPH2,False
PRPS1,False
PRPS2,False
PRPSAP1,False
PRPSAP2,False
PRR11,False
PRR12,False
PRR13,False
PRR14,False
PRR14L,False
PRR15,False
PRR15L,False
PRR16,True
PRR18,False
PRR19,False
PRR20G,False
PRR22,False
PRR24,False
PRR25,False
PRR26,False
PRR27,False
PRR29,False
PRR29-AS1,False
PRR3,False
PRR33,False
PRR34,False
PRR34-AS1,False
PRR35,False
PRR36,False
PRR4,False
PRR5,False
PRR5-ARHGAP8,False
PRR5L,False
PRR7,False
PRR7-AS1,False
PRR9,False
PRRC1,False
PRRC2A,False
PRRC2B,False
PRRC2C,False
PRRG1,False
PRRG2,False
PRRG3,False
PRRG4,False
PRRT1,False
PRRT1B,False
PRRT2,False
PRRT3,False
PRRT3-AS1,False
PRRT4,False
PRRX1,True
PRRX2,True
PRRX2-AS1,False
PRSS1,True
PRSS12,False
PRSS16,False
PRSS2,True
PRSS21,False
PRSS22,True
PRSS23,True
PRSS27,False
PRSS29P,False
PRSS3,True
PRSS33,False
PRSS35,False
PRSS36,False
PRSS37,False
PRSS38,False
PRSS41,False
PRSS42,False
PRSS42P,False
PRSS45,False
PRSS45P,False
PRSS46,False
PRSS48,False
PRSS50,False
PRSS51,False
PRSS53,False
PRSS54,False
PRSS55,False
PRSS56,False
PRSS57,False
PRSS58,False
PRSS8,True
PRTFDC1,False
PRTG,False
PRTN3,False
PRUNE,False
PRUNE1,False
PRUNE2,False
PRX,False
PRXL2A,False
PRXL2B,False
PRXL2C,False
PSAP,True
PSAPL1,False
PSAT1,False
PSCA,True
PSD,False
PSD2,False
PSD2-AS1,False
PSD3,True
PSD4,False
PSEN1,False
PSEN2,False
PSENEN,False
PSG1,False
PSG11,False
PSG2,False
PSG3,False
PSG4,False
PSG5,False
PSG6,False
PSG7,False
PSG8,False
PSG8-AS1,False
PSG9,False
PSIP1,False
PSKH1,False
PSKH2,False
PSMA1,False
PSMA2,False
PSMA2-1,False
PSMA2.1,False
PSMA3,False
PSMA3-AS1,False
PSMA4,False
PSMA5,False
PSMA6,False
PSMA7,False
PSMA8,False
PSMB1,False
PSMB10,False
PSMB2,False
PSMB3,False
PSMB4,False
PSMB5,False
PSMB6,False
PSMB7,False
PSMB8,False
PSMB8-AS1,False
PSMB9,True
PSMC1,False
PSMC2,False
PSMC3,False
PSMC3IP,False
PSMC4,False
PSMC5,False
PSMC6,False
PSMD1,False
PSMD10,False
PSMD11,False
PSMD12,False
PSMD13,False
PSMD14,False
PSMD2,False
PSMD3,False
PSMD4,False
PSMD5,False
PSMD5-AS1,False
PSMD6,False
PSMD6-AS1,False
PSMD6-AS2,False
PSMD7,False
PSMD8,False
PSMD9,False
PSME1,False
PSME2,False
PSME3,False
PSME3IP1,False
PSME4,False
PSMF1,False
PSMG1,False
PSMG2,False
PSMG3,False
PSMG3-AS1,False
PSMG4,False
PSORS1C1,False
PSORS1C2,False
PSORS1C3,False
PSPC1,False
PSPC1-AS2,False
PSPH,False
PSPN,False
PSRC1,False
PSTK,False
PSTPIP1,False
PSTPIP2,False
PTAFR,True
PTAR1,False
PTBP1,False
PTBP2,False
PTBP3,False
PTCD1,False
PTCD2,False
PTCD3,False
PTCH1,False
PTCH2,True
PTCHD1,False
PTCHD1-AS,False
PTCHD2,False
PTCHD3,False
PTCHD3P1,False
PTCHD4,False
PTCRA,False
PTCSC2,False
PTCSC3,False
PTDSS1,False
PTDSS2,False
PTEN,True
PTENP1-AS,False
PTER,False
PTF1A,False
PTGDR,False
PTGDR2,False
PTGDS,True
PTGER1,False
PTGER2,False
PTGER3,False
PTGER4,True
PTGES,False
PTGES2,False
PTGES2-AS1,False
PTGES3,False
PTGES3L,False
PTGES3L-AARSD1,False
PTGFR,False
PTGFRN,False
PTGIR,False
PTGIS,True
PTGR1,False
PTGR2,False
PTGS1,True
PTGS2,True
PTH,False
PTH1R,False
PTH2,False
PTH2R,False
PTHLH,False
PTK2,True
PTK2B,True
PTK6,False
PTK7,True
PTMA,True
PTMS,True
PTN,False
PTOV1,False
PTOV1-AS1,False
PTOV1-AS2,False
PTP4A1,True
PTP4A2,False
PTP4A3,True
PTPA,False
PTPDC1,False
PTPLA,False
PTPLAD1,False
PTPLAD2,False
PTPLB,False
PTPMT1,False
PTPN1,True
PTPN11,False
PTPN12,False
PTPN13,True
PTPN14,True
PTPN18,False
PTPN2,False
PTPN20,False
PTPN20A,False
PTPN20B,False
PTPN21,False
PTPN22,True
PTPN23,False
PTPN3,False
PTPN4,False
PTPN5,False
PTPN6,False
PTPN7,False
PTPN9,False
PTPRA,False
PTPRB,True
PTPRC,True
PTPRCAP,False
PTPRD,False
PTPRD-AS1,False
PTPRE,True
PTPRF,False
PTPRG,True
PTPRG-AS1,False
PTPRH,False
PTPRJ,False
PTPRJ-AS1,False
PTPRK,True
PTPRM,True
PTPRN,False
PTPRN2,True
PTPRO,False
PTPRQ,False
PTPRR,False
PTPRS,False
PTPRT,False
PTPRU,False
PTPRZ1,False
PTRF,False
PTRH1,False
PTRH2,False
PTRHD1,False
PTS,False
PTTG1,True
PTTG1IP,False
PTTG2,False
PTX3,False
PUDP,False
PUF60,False
PUM1,False
PUM2,False
PUM3,False
PURA,False
PURB,False
PURG,False
PURPL,False
PUS1,False
PUS10,False
PUS3,False
PUS7,False
PUS7L,False
PUSL1,False
PVALB,False
PVALEF,False
PVR,True
PVRIG,False
PVRL1,False
PVRL2,False
PVRL3,False
PVRL3-AS1,False
PVRL4,False
PVT1,False
PWAR6,False
PWP1,False
PWP2,False
PWRN1,False
PWRN2,False
PWRN3,False
PWRN4,False
PWWP2A,False
PWWP2B,False
PWWP3A,False
PWWP3B,False
PXDC1,True
PXDN,True
PXDNL,False
PXK,False
PXMP2,False
PXMP4,False
PXN,False
PXN-AS1,False
PXT1,False
PXYLP1,False
PYCARD,False
PYCARD-AS1,False
PYCR1,False
PYCR2,False
PYCR3,False
PYCRL,False
PYDC1,False
PYGB,True
PYGL,False
PYGM,False
PYGO1,False
PYGO2,False
PYHIN1,True
PYM1,False
PYROXD1,False
PYROXD2,False
PYURF,False
PYY,False
PZP,False
QARS,False
QDPR,False
QKI,True
QPCT,False
QPCTL,False
QPRT,False
QRFP,False
QRFPR,False
QRICH1,False
QRICH2,False
QRSL1,False
QSER1,False
QSOX1,True
QSOX2,False
QTRT1,False
QTRT2,False
QTRTD1,False
R3HCC1,False
R3HCC1L,False
R3HDM1,False
R3HDM2,False
R3HDM4,False
R3HDML,False
RAB10,False
RAB11A,False
RAB11B,False
RAB11B-AS1,False
RAB11FIP1,True
RAB11FIP2,False
RAB11FIP3,False
RAB11FIP4,False
RAB11FIP5,False
RAB12,False
RAB13,True
RAB14,False
RAB15,False
RAB17,False
RAB18,False
RAB19,False
RAB1A,False
RAB1B,False
RAB20,True
RAB21,False
RAB22A,False
RAB23,False
RAB24,False
RAB25,False
RAB26,False
RAB27A,False
RAB27B,True
RAB28,False
RAB29,False
RAB2A,False
RAB2B,False
RAB30,False
RAB30-AS1,False
RAB30-DT,False
RAB31,True
RAB32,True
RAB33A,False
RAB33B,False
RAB34,False
RAB35,False
RAB36,False
RAB37,False
RAB38,False
RAB39A,False
RAB39B,False
RAB3A,False
RAB3B,False
RAB3C,False
RAB3D,False
RAB3GAP1,False
RAB3GAP2,False
RAB3IL1,False
RAB3IP,False
RAB40A,False
RAB40AL,False
RAB40B,False
RAB40C,False
RAB42,False
RAB43,False
RAB44,False
RAB4A,False
RAB4B,False
RAB4B-EGLN2,False
RAB5A,False
RAB5B,False
RAB5C,False
RAB5IF,False
RAB6A,False
RAB6B,False
RAB6C,False
RAB6D,False
RAB7A,False
RAB7B,False
RAB7L1,False
RAB8A,False
RAB8B,False
RAB9A,True
RAB9B,False
RABAC1,False
RABEP1,False
RABEP2,False
RABEPK,False
RABGAP1,False
RABGAP1L,False
RABGAP1L-DT,False
RABGAP1L-IT1,False
RABGEF1,False
RABGGTA,False
RABGGTB,False
RABIF,False
RABL2A,False
RABL2B,False
RABL3,False
RABL5,False
RABL6,False
RAC1,False
RAC2,True
RAC3,False
RACGAP1,False
RACK1,False
RAD1,False
RAD17,False
RAD18,False
RAD21,False
RAD21-AS1,False
RAD21L1,False
RAD23A,False
RAD23B,False
RAD50,False
RAD51,False
RAD51-AS1,False
RAD51AP1,False
RAD51AP2,False
RAD51B,False
RAD51C,False
RAD51D,False
RAD52,False
RAD54B,False
RAD54L,False
RAD54L2,False
RAD9A,False
RAD9B,False
RADIL,False
RADX,False
RAE1,False
RAET1E,False
RAET1E-AS1,False
RAET1G,False
RAET1L,False
RAF1,False
RAG1,False
RAG2,False
RAI1,False
RAI1-AS1,False
RAI14,True
RAI2,False
RALA,False
RALB,False
RALBP1,False
RALGAPA1,False
RALGAPA2,True
RALGAPB,False
RALGDS,False
RALGPS1,False
RALGPS2,True
RALY,False
RALY-AS1,False
RALYL,True
RAMAC,False
RAMACL,False
RAMMET,False
RAMP1,True
RAMP2,True
RAMP2-AS1,False
RAMP3,True
RAN,False
RANBP1,False
RANBP10,False
RANBP17,True
RANBP2,False
RANBP3,False
RANBP3L,False
RANBP6,False
RANBP9,False
RANGAP1,False
RANGRF,False
RAP1A,False
RAP1B,False
RAP1GAP,True
RAP1GAP2,True
RAP1GDS1,False
RAP2A,False
RAP2B,True
RAP2C,False
RAP2C-AS1,False
RAPGEF1,True
RAPGEF2,False
RAPGEF3,True
RAPGEF4,True
RAPGEF4-AS1,False
RAPGEF5,True
RAPGEF6,False
RAPGEFL1,False
RAPH1,False
RAPSN,False
RARA,False
RARA-AS1,False
RARB,False
RARG,False
RARRES1,True
RARRES2,True
RARRES3,False
RARS,False
RARS1,False
RARS2,False
RASA1,False
RASA2,False
RASA2-IT1,False
RASA3,True
RASA3-IT1,False
RASA4,False
RASA4B,False
RASAL1,False
RASAL2,True
RASAL2-AS1,False
RASAL3,False
RASD1,True
RASD2,False
RASEF,True
RASGEF1A,False
RASGEF1B,True
RASGEF1C,False
RASGRF1,False
RASGRF2,False
RASGRF2-AS1,False
RASGRP1,False
RASGRP2,False
RASGRP3,True
RASGRP4,False
RASIP1,True
RASL10A,False
RASL10B,False
RASL11A,False
RASL11B,False
RASL12,False
RASSF1,False
RASSF1-AS1,False
RASSF10,False
RASSF10-DT,False
RASSF2,False
RASSF3,True
RASSF4,True
RASSF5,False
RASSF6,True
RASSF7,False
RASSF8,True
RASSF8-AS1,False
RASSF9,False
RAVER1,False
RAVER2,False
RAX2,False
RB1,False
RB1-DT,False
RB1CC1,False
RBAK,False
RBAK-RBAKDN,False
RBAKDN,False
RBBP4,False
RBBP5,False
RBBP6,False
RBBP7,False
RBBP8,False
RBBP8NL,False
RBBP9,False
RBCK1,False
RBFA,False
RBFADN,False
RBFOX1,False
RBFOX2,False
RBFOX3,False
RBIS,False
RBKS,False
RBL1,False
RBL1-1,False
RBL2,False
RBM10,False
RBM11,False
RBM12,False
RBM12B,False
RBM12B-AS1,False
RBM14,False
RBM14-RBM4,False
RBM15,False
RBM15-AS1,False
RBM15B,False
RBM17,False
RBM18,False
RBM19,False
RBM20,False
RBM22,False
RBM23,False
RBM24,False
RBM25,False
RBM26,False
RBM26-AS1,False
RBM27,False
RBM28,False
RBM3,False
RBM33,False
RBM34,False
RBM38,False
RBM39,False
RBM4,False
RBM41,False
RBM42,False
RBM43,False
RBM44,False
RBM45,False
RBM46,False
RBM47,True
RBM48,False
RBM4B,False
RBM5,False
RBM5-AS1,False
RBM6,False
RBM7,False
RBM8A,False
RBMS1,False
RBMS2,False
RBMS3,True
RBMS3-AS1,False
RBMS3-AS2,False
RBMS3-AS3,False
RBMX,False
RBMX2,False
RBMXL1,False
RBMXL2,False
RBMY1J,False
RBP1,True
RBP2,False
RBP3,False
RBP4,False
RBP5,False
RBP7,True
RBPJ,True
RBPJL,True
RBPMS,True
RBPMS-AS1,False
RBPMS2,False
RBSN,False
RBX1,False
RC3H1,False
RC3H1-IT1,False
RC3H2,False
RCAN1,True
RCAN2,False
RCAN3,False
RCAN3AS,False
RCBTB1,False
RCBTB2,False
RCC1,False
RCC1L,False
RCC2,False
RCCD1,False
RCE1,False
RCHY1,False
RCL1,False
RCN1,False
RCN2,False
RCN3,False
RCOR1,False
RCOR2,False
RCOR3,False
RCSD1,False
RCVRN,False
RD3,False
RDH10,True
RDH10-AS1,False
RDH11,False
RDH12,False
RDH13,False
RDH14,False
RDH16,False
RDH5,False
RDH8,False
RDM1,False
RDX,False
REC114,False
REC8,False
RECK,False
RECQL,False
RECQL4,False
RECQL5,False
REELD1,False
REEP1,False
REEP2,False
REEP3,False
REEP4,False
REEP5,False
REEP6,False
REG1A,True
REG1B,True
REG3A,True
REG3G,True
REG4,True
REL,True
RELA,False
RELA-DT,False
RELB,False
RELCH,False
RELL1,False
RELL2,False
RELN,True
RELT,False
REM1,False
REM2,False
REN,False
RENBP,False
REP15,False
REPIN1,False
REPS1,False
REPS2,True
RER1,False
RERE,True
RERE-AS1,False
RERG,True
RERG-AS1,False
RERGL,False
RESF1,False
RESP18,False
REST,False
RET,False
RETN,False
RETNLB,False
RETREG1,False
RETREG2,False
RETREG3,False
RETSAT,False
REV1,False
REV3L,False
REV3L-IT1,False
REX1BD,False
REXO1,False
REXO2,False
REXO4,False
REXO5,False
RFC1,False
RFC2,False
RFC3,False
RFC4,False
RFC5,False
RFESD,False
RFFL,False
RFK,False
RFLNA,False
RFLNB,False
RFNG,False
RFPL1,False
RFPL1S,False
RFPL2,False
RFPL3,False
RFPL3S,False
RFPL4A,False
RFPL4B,False
RFT1,False
RFTN1,True
RFTN2,False
RFWD2,False
RFWD3,False
RFX1,False
RFX2,True
RFX3,False
RFX3-AS1,False
RFX4,False
RFX5,False
RFX6,False
RFX7,False
RFX8,False
RFXANK,False
RFXAP,False
RGAG1,False
RGAG4,False
RGCC,True
RGL1,False
RGL2,False
RGL3,False
RGL4,False
RGMA,False
RGMB,False
RGMB-AS1,False
RGN,True
RGP1,False
RGPD1,False
RGPD2,False
RGPD3,False
RGPD4,False
RGPD4-AS1,False
RGPD5,False
RGPD6,False
RGPD8,False
RGR,False
RGS1,True
RGS10,True
RGS11,False
RGS12,False
RGS13,False
RGS14,False
RGS16,True
RGS17,True
RGS18,False
RGS19,False
RGS2,True
RGS20,False
RGS21,False
RGS22,False
RGS3,True
RGS4,False
RGS5,True
RGS5-1,False
RGS6,False
RGS7,False
RGS7BP,False
RGS8,False
RGS9,False
RGS9BP,False
RGSL1,False
RHAG,False
RHBDD1,False
RHBDD2,False
RHBDD3,False
RHBDF1,False
RHBDF2,True
RHBDL1,False
RHBDL2,False
RHBDL3,False
RHBG,False
RHCE,False
RHCG,False
RHD,False
RHEB,False
RHEBL1,False
RHEX,False
RHNO1,False
RHO,False
RHOA,False
RHOA-IT1,False
RHOB,True
RHOBTB1,False
RHOBTB2,False
RHOBTB3,True
RHOC,False
RHOD,True
RHOF,False
RHOG,True
RHOH,True
RHOJ,True
RHOQ,True
RHOT1,False
RHOT2,False
RHOU,False
RHOV,False
RHOXF1,False
RHOXF1-AS1,False
RHOXF2,False
RHPN1,False
RHPN1-AS1,False
RHPN2,True
RIBC1,False
RIBC2,False
RIC1,False
RIC3,True
RIC8A,False
RIC8B,False
RICTOR,False
RIDA,False
RIF1,False
RIIAD1,False
RILP,False
RILPL1,False
RILPL2,True
RIMBP2,False
RIMBP3,False
RIMBP3C,False
RIMKLA,False
RIMKLB,False
RIMS1,False
RIMS2,False
RIMS3,False
RIMS4,False
RIN1,False
RIN2,False
RIN3,True
RING1,False
RINL,False
RINT1,False
RIOK1,False
RIOK2,False
RIOK3,False
RIOX1,False
RIOX2,False
RIPK1,False
RIPK2,False
RIPK3,False
RIPK4,False
RIPOR1,False
RIPOR2,False
RIPOR3,False
RIPPLY1,False
RIPPLY2,False
RIPPLY3,False
RIT1,False
RIT2,False
RITA1,False
RLBP1,False
RLF,False
RLIM,False
RLN1,True
RLN2,False
RLN3,False
RLTPR,False
RMC1,False
RMDN1,False
RMDN2,False
RMDN2-AS1,False
RMDN3,False
RMI1,False
RMI2,False
RMND1,False
RMND5A,False
RMND5B,False
RMRP,False
RMST,False
RN7SK,False
RN7SL1,False
RN7SL832P,False
RNASE1,True
RNASE10,False
RNASE13,False
RNASE2,False
RNASE3,False
RNASE4,False
RNASE6,True
RNASE7,False
RNASEH1,False
RNASEH1-AS1,False
RNASEH2A,False
RNASEH2B,False
RNASEH2B-AS1,False
RNASEH2C,False
RNASEK,False
RNASEK-C17orf49,False
RNASEL,False
RNASET2,True
RND1,False
RND2,False
RND3,True
RNF10,False
RNF103,False
RNF103-CHMP3,False
RNF11,False
RNF111,False
RNF112,False
RNF113A,False
RNF113B,False
RNF114,False
RNF115,False
RNF121,False
RNF122,False
RNF123,False
RNF125,True
RNF126,False
RNF128,True
RNF13,False
RNF130,True
RNF133,False
RNF135,False
RNF138,False
RNF139,False
RNF139-AS1,False
RNF14,False
RNF141,False
RNF144A,True
RNF144A-AS1,False
RNF144B,True
RNF145,False
RNF146,False
RNF148,False
RNF149,True
RNF150,False
RNF151,False
RNF152,False
RNF157,False
RNF157-AS1,False
RNF165,False
RNF166,False
RNF167,False
RNF168,False
RNF169,False
RNF17,False
RNF170,False
RNF175,False
RNF180,False
RNF181,False
RNF182,False
RNF183,False
RNF185,False
RNF185-AS1,False
RNF186,False
RNF187,False
RNF19A,False
RNF19B,False
RNF2,False
RNF20,False
RNF207,False
RNF208,False
RNF212,False
RNF212B,False
RNF213,True
RNF213-AS1,False
RNF214,False
RNF215,False
RNF216,False
RNF217,True
RNF217-AS1,False
RNF219,False
RNF219-AS1,False
RNF220,False
RNF222,False
RNF223,False
RNF224,False
RNF225,False
RNF227,False
RNF24,False
RNF25,False
RNF26,False
RNF31,False
RNF32,False
RNF34,False
RNF38,False
RNF39,False
RNF4,False
RNF40,False
RNF41,False
RNF43,True
RNF44,False
RNF5,False
RNF6,False
RNF7,False
RNF8,False
RNFT1,False
RNFT1-DT,False
RNFT2,False
RNGTT,False
RNH1,False
RNLS,False
RNMT,False
RNMTL1,False
RNPC3,False
RNPEP,False
RNPEPL1,False
RNPS1,False
RNU11,False
RNU12,False
RNU6ATAC35P,False
RNVU1-2,False
RO60,False
ROBO1,True
ROBO2,False
ROBO3,False
ROBO4,True
ROCK1,False
ROCK2,False
ROCR,False
ROGDI,False
ROM1,False
ROMO1,False
ROPN1,False
ROPN1B,False
ROPN1L,False
ROR1,False
ROR1-AS1,False
ROR2,True
RORA,True
RORA-AS1,False
RORA-AS2,False
RORB,False
RORB-AS1,False
RORC,False
ROS1,False
RP1,False
RP1-100J12.1,False
RP1-101K10.6,False
RP1-102E24.8,False
RP1-102H19.8,False
RP1-102K2.6,False
RP1-102K2.8,False
RP1-10C16.1,False
RP1-111B22.3,False
RP1-111C20.3,False
RP1-111C20.4,False
RP1-118J21.25,False
RP1-120G22.11,False
RP1-122K4.3,False
RP1-122O8.7,False
RP1-122P22.2,False
RP1-122P22.4,False
RP1-124C6.1,False
RP1-125I3.2,False
RP1-127C7.6,False
RP1-12G14.7,False
RP1-130H16.16,False
RP1-136B1.1,False
RP1-137D17.1,False
RP1-137D17.2,False
RP1-137K2.2,False
RP1-13P20.6,False
RP1-140A9.1,False
RP1-140K8.5,False
RP1-142L7.5,False
RP1-142L7.8,False
RP1-142L7.9,False
RP1-148H17.1,False
RP1-150O5.3,False
RP1-151B14.6,False
RP1-151F17.1,False
RP1-151F17.2,False
RP1-153G14.4,False
RP1-153P14.5,False
RP1-155D22.2,False
RP1-155G6.4,False
RP1-159A19.4,False
RP1-15D23.2,False
RP1-163G9.2,False
RP1-166H4.2,False
RP1-167A14.2,False
RP1-167G20.1,False
RP1-168L15.5,False
RP1-16A9.1,False
RP1-170O19.17,False
RP1-178F10.1,False
RP1-178F10.3,False
RP1-178F15.4,False
RP1-179N16.6,False
RP1-17K7.2,False
RP1-187B23.1,False
RP1-18D14.7,False
RP1-191J18.66,False
RP1-193H18.2,False
RP1-193H18.3,False
RP1-197B17.3,False
RP1-198K11.5,False
RP1-199J3.7,False
RP1-1J6.2,False
RP1-202O8.3,False
RP1-206D15.3,False
RP1-206D15.6,False
RP1-207H1.3,False
RP1-20B21.4,False
RP1-20C7.6,False
RP1-20N2.6,False
RP1-212P9.2,False
RP1-212P9.3,False
RP1-221C16.8,False
RP1-223E5.4,False
RP1-224A6.3,False
RP1-224A6.9,False
RP1-225E12.2,False
RP1-232P20.1,False
RP1-234P15.4,False
RP1-239B22.5,False
RP1-23E21.2,False
RP1-241P17.4,False
RP1-244F24.1,False
RP1-249H1.4,False
RP1-249I4.2,False
RP1-251M9.2,False
RP1-257A7.4,False
RP1-257A7.5,False
RP1-261D10.2,False
RP1-261G23.7,False
RP1-265C24.8,False
RP1-266L20.2,False
RP1-266L20.4,False
RP1-267D11.6,False
RP1-272J12.1,False
RP1-272L16.1,False
RP1-276E15.1,False
RP1-276N6.2,False
RP1-278O22.1,False
RP1-27K12.2,False
RP1-27K12.4,False
RP1-283K11.3,False
RP1-286D6.5,False
RP1-28H20.3,False
RP1-28O10.1,False
RP1-290I10.7,False
RP1-292B18.3,False
RP1-293L6.1,False
RP1-29C18.10,False
RP1-302G2.5,False
RP1-309F20.4,False
RP1-30G7.2,False
RP1-30M3.5,False
RP1-30M3.6,False
RP1-313I6.12,False
RP1-313L4.3,False
RP1-315G1.3,False
RP1-317E23.3,False
RP1-32I10.10,False
RP1-34B20.21,False
RP1-34H18.1,False
RP1-35C21.1,False
RP1-35C21.2,False
RP1-37N7.3,False
RP1-39G22.7,False
RP1-3J17.3,False
RP1-40E16.11,False
RP1-40E16.12,False
RP1-40E16.9,False
RP1-43E13.2,False
RP1-45C12.1,False
RP1-45I4.3,False
RP1-45N11.1,False
RP1-50J22.4,False
RP1-56K13.2,False
RP1-56K13.3,False
RP1-56K13.5,False
RP1-59D14.5,False
RP1-5O6.5,False
RP1-60O19.1,False
RP1-60O19.2,False
RP1-63G5.7,False
RP1-65J11.1,False
RP1-67K17.4,False
RP1-68D18.4,False
RP1-69D17.3,False
RP1-69D17.4,False
RP1-74M1.3,False
RP1-76B20.11,False
RP1-78O14.1,False
RP1-79C4.4,False
RP1-80N2.2,False
RP1-80N2.3,False
RP1-85F18.5,False
RP1-86C11.7,False
RP1-86D1.4,False
RP1-86D1.5,False
RP1-8B1.4,False
RP1-90G24.11,False
RP1-90J20.12,False
RP1-90J20.8,False
RP1-90J4.1,False
RP1-90L14.1,False
RP1-90L6.2,False
RP1-92O14.3,False
RP1-93H18.1,False
RP1-93H18.7,False
RP1-93I3.1,False
RP11-1000B6.3,False
RP11-1000B6.5,False
RP11-1000B6.8,False
RP11-1002K11.1,False
RP11-1006G14.1,False
RP11-1006G14.2,False
RP11-1007O24.2,False
RP11-1007O24.3,False
RP11-1008C21.1,False
RP11-1008C21.2,False
RP11-100E13.1,False
RP11-100N20.1,False
RP11-1017G21.4,False
RP11-1017G21.5,False
RP11-1017G21.6,False
RP11-1018N14.1,False
RP11-1018N14.5,False
RP11-101E13.5,False
RP11-101E14.2,False
RP11-1020A11.2,False
RP11-1026M7.2,False
RP11-1029J19.2,False
RP11-102L12.2,False
RP11-102M11.2,False
RP11-102N12.3,False
RP11-1030E3.1,False
RP11-1035H13.3,False
RP11-1038A11.1,False
RP11-1038A11.3,False
RP11-103B5.2,False
RP11-103C16.2,False
RP11-103G8.2,False
RP11-103H7.3,False
RP11-103J8.1,False
RP11-103J8.2,False
RP11-104L21.3,False
RP11-104N10.1,False
RP11-1055B8.3,False
RP11-1055B8.4,False
RP11-1055B8.6,False
RP11-1055B8.7,False
RP11-1055B8.9,False
RP11-1057B6.1,False
RP11-105C19.1,False
RP11-105C19.2,False
RP11-105N14.1,False
RP11-1060G2.2,False
RP11-1060J15.4,False
RP11-1060J15.7,False
RP11-1069G10.1,False
RP11-1069G10.2,False
RP11-106E15.1,False
RP11-106M3.3,False
RP11-106M7.1,False
RP11-1070N10.3,False
RP11-1070N10.5,False
RP11-1072C15.4,False
RP11-1079K10.3,False
RP11-1079K10.4,False
RP11-107D24.2,False
RP11-107F6.3,False
RP11-107I14.4,False
RP11-107M16.2,False
RP11-107N15.1,False
RP11-1080G15.1,False
RP11-1081L13.4,False
RP11-1082L8.4,False
RP11-1084E5.1,False
RP11-108K3.1,False
RP11-108K3.2,False
RP11-108L7.14,False
RP11-108L7.15,False
RP11-108M12.3,False
RP11-108M9.4,False
RP11-108M9.6,False
RP11-108P20.1,False
RP11-108P20.3,False
RP11-108P20.4,False
RP11-1090M7.1,False
RP11-1094H24.4,False
RP11-1094M14.11,False
RP11-1094M14.12,False
RP11-109A6.3,False
RP11-109D9.4,False
RP11-109E12.1,False
RP11-109E24.2,False
RP11-109G23.3,False
RP11-109J4.1,False
RP11-109M17.2,False
RP11-109N23.4,False
RP11-109P14.10,False
RP11-10A14.3,False
RP11-10A14.4,False
RP11-10A14.5,False
RP11-10C24.1,False
RP11-10C24.2,False
RP11-10C24.3,False
RP11-10C8.2,False
RP11-10H3.1,False
RP11-10J21.3,False
RP11-10J21.4,False
RP11-10K16.1,False
RP11-10K17.6,False
RP11-10L12.4,False
RP11-10L7.1,False
RP11-10N23.2,False
RP11-10N23.5,False
RP11-10O17.3,False
RP11-1100L3.7,False
RP11-1100L3.8,False
RP11-1101H11.1,False
RP11-1103G16.1,False
RP11-1105G2.3,False
RP11-1105G2.4,False
RP11-1105O14.1,False
RP11-1109F11.3,False
RP11-1109F11.5,False
RP11-110A12.2,False
RP11-110G21.1,False
RP11-110I1.11,False
RP11-110I1.12,False
RP11-110I1.13,False
RP11-110I1.14,False
RP11-110I1.6,False
RP11-1112C15.1,False
RP11-1114A5.4,False
RP11-111A21.1,False
RP11-111A22.1,False
RP11-111F5.3,False
RP11-111F5.4,False
RP11-111J6.2,False
RP11-111K18.2,False
RP11-111M22.2,False
RP11-111M22.3,False
RP11-112H10.4,False
RP11-112J3.16,False
RP11-112L6.3,False
RP11-112L6.4,False
RP11-1134I14.8,False
RP11-1136J12.1,False
RP11-113D6.10,False
RP11-113D6.6,False
RP11-113K21.4,False
RP11-1143G9.4,False
RP11-1143G9.5,False
RP11-1148L6.9,False
RP11-1149M10.2,False
RP11-1149O23.4,False
RP11-114B7.6,False
RP11-114G22.1,False
RP11-114H23.1,False
RP11-114H23.2,False
RP11-114H24.6,False
RP11-114I8.4,False
RP11-114M1.1,False
RP11-114N19.3,False
RP11-114O18.1,False
RP11-1151B14.4,False
RP11-1152H14.1,False
RP11-1152H15.1,False
RP11-1157N2__B.2,False
RP11-115C10.1,False
RP11-115C21.2,False
RP11-115D19.1,False
RP11-115H18.1,False
RP11-115J23.1,False
RP11-115K3.1,False
RP11-115N4.1,False
RP11-1167A19.2,False
RP11-116D17.3,False
RP11-117D22.2,False
RP11-118B22.4,False
RP11-118K6.3,False
RP11-1191J2.2,False
RP11-1191J2.5,False
RP11-119B16.2,False
RP11-119D9.1,False
RP11-119F19.2,False
RP11-119J18.1,False
RP11-11C20.3,False
RP11-11M20.4,False
RP11-11N5.3,False
RP11-11N7.4,False
RP11-11N9.4,False
RP11-120C12.3,False
RP11-120D5.1,False
RP11-120J1.1,False
RP11-120K24.3,False
RP11-120K9.2,False
RP11-121A8.1,False
